env_id,model,training_timesteps,n_eval_episodes,mean_reward,std_reward,mean_episode_timesteps,std_episode_timesteps,training_time_seconds
Sailboat-v0,PPO,1000000,20,369.24337660000003,3.8898725163329377,1123.55,40.190958658568185,1220.4390835762024
